"foldername";"BETRAG2018";"BUCHUNG2018";"CHECK2018";"BETRAG2019";"BUCHUNG2019";"CHECK2019";"BETRAG2020";"BUCHUNG2020";"CHECK2020";"PROBLEMS";"PATH"
"ste.jt.immo.o13p.w3_pra.nebenkosten.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\5.immo.o13p\ste.jt.immo.o13p.w3_pra.nebenkosten.jahr.dokumente"
"ste.jt.bank.sparh.mast.1680_mastercard.2017.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.sparH.allg.archiv\MAST.1680.MASTERCARD_JOST_ALT\ste.jt.bank.sparh.mast.1680_mastercard.2017.betrag"
"ste.jt.bank.sparh.mast.1680_mastercard.2019.betrag";"0,00";"0,00";"0";"229,96";"0,00";"1";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.sparH.allg.archiv\MAST.1680.MASTERCARD_JOST_ALT\ste.jt.bank.sparh.mast.1680_mastercard.2019.betrag"
"ste.jt.bank.sparh.mast.1680_mastercard.2018.betrag";"1477,61";"0,00";"1";"0,00";"0,00";"0";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.sparH.allg.archiv\MAST.1680.MASTERCARD_JOST_ALT\ste.jt.bank.sparh.mast.1680_mastercard.2018.betrag"
"ste.fa.kinder.betreuung.hort.beide.2018.betrag";"0,00";"2472,00";"1";"0,00";"0,00";"0";"3539,50";"0,00";"1";"2";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\ste.fa.kinder.betreuung\ste.fa.kinder.betreuung.hort.beide.2018.betrag"
"ste.jt.bank.voba.volksbank_bi_gt.jost.jahr.auszug";"61,46";"0,00";"1";"0,00";"0,00";"0";"1076,72";"0,00";"1";"2";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.voba\ste.jt.bank.voba.volksbank_bi_gt.jost.jahr.auszug"
"ste.gt.bank.kskwd.gold.kauf.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"99772,20";"99772,20";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.gt.bank.kskwd.gold.kauf.jahr.betrag"
"ste.jt.bank.kskwd.deka.depot_jost.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"10000,00";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\DEKA\ste.jt.bank.kskwd.deka.depot_jost.jahr.betrag"
"ste.gt.gesund.pflegeheim.domicil.verwahrgeld.jahr.auszug";"0,00";"0,00";"0";"100,00";"0,00";"1";"1476,27";"0,00";"1";"2";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\ste.gt.gesund.pflegeheim\ste.gt.gesund.pflegeheim.domicil.verwahrgeld.jahr.auszug"
"pri.jt.komm.internet.ionos.v1305_5062_runge.jahr.betrag";"99991,00";"0,00";"1";"99991,00";"0,00";"1";"99991,00";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\pri.fa.komm\pri.jt.komm.internet.ionos\pri.jt.komm.internet.ionos.v1305_5062_runge.jahr.betrag"
"ste.jt.immo.goeb.whg_12.stadt.jahr.betrag.501001677984_0001";"0,00";"0,00";"0";"0,00";"0,00";"0";"76,07";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\1.immo.goeb\ste.jt.immo.goeb.whg_12.stadt.jahr.betrag.501001677984_0001"
"ste.jt.bank.kskwd.gold.kauf.jahr.betrag";"26773,40";"26773,40";"0";"9468,70";"9468,70";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.kskwd.gold.kauf.jahr.betrag"
"ste.jt.immo.goeb.whg_09.stadt.jahr.betrag.501001643540_0001";"0,00";"0,00";"0";"0,00";"0,00";"0";"50,16";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\1.immo.goeb\ste.jt.immo.goeb.whg_09.stadt.jahr.betrag.501001643540_0001"
"ste.fa.kinder.betreuung.hort.beide.2017.betrag";"2185,00";"0,00";"1";"3967,25";"0,00";"1";"0,00";"0,00";"0";"2";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\ste.fa.kinder.betreuung\ste.fa.kinder.betreuung.hort.beide.2017.betrag"
"ste.fa.kinder.betreuung.hort.beide.2016.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\ste.fa.kinder.betreuung\ste.fa.kinder.betreuung.hort.beide.2016.betrag"
"pri.gt.komm.zeitung.abo.preussische_allgemeine.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\pri.gt.komm.zeitung.abo.preussische_allgemeine.jahr.betrag"
"ste.jt.bank.sparH.kred.5646_laufzeit_10_jahre.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.sparH.kred\ste.jt.bank.sparH.kred.5646_laufzeit_10_jahre.jahr.dokumente"
"ste.jt.immo.kuhl.objekt.hausverwaltung.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\7.immo.kuhl\ste.jt.immo.kuhl.objekt.hausverwaltung.jahr.dokumente"
"per.jt.privat.jost.nostalgie.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\JOST\per.jt.PRIVAT.JOST\per.jt.privat.jost.nostalgie.jahr.dokumente"
"ste.fa.bank.kskwd.giro.5313_wohnung.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.fa.bank.kskwd.giro.5313_wohnung.jahr.dokumente"
"ste.fa.kinder.betreuung.hort.beide.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\ste.fa.kinder.betreuung\ste.fa.kinder.betreuung.hort.beide.jahr.dokumente"
"ste.fa.auto.papiere.vw.caddy.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\ste.fa.auto.papiere.vw.caddy.jahr.dokumente"
"ste.fa.haushalt.haushaltshilfe._._.2016.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\ste.fa.haushalt.haushaltshilfe\ste.fa.haushalt.haushaltshilfe._._.2016.betrag"
"ste.jt.einkommen.honorar._._.2015.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\EINKOMMEN\ste.jt.einkommen.honorar._._.2015.betrag"
"per.gt.notfall.NOTFALLORDNER.wichtig.GERHARD.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\per.gt.notfall.NOTFALLORDNER.wichtig.GERHARD.jahr.dokumente"
"ste.jt.einkommen.honorar._._.2014.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\EINKOMMEN\ste.jt.einkommen.honorar._._.2014.betrag"
"ste.fa.kinder.betreuung.verein.beitrag.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\ste.fa.kinder.betreuung\ste.fa.kinder.betreuung.verein.beitrag.jahr.betrag"
"pri.gt.komm.zeitung.abo.hoerzu.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\pri.gt.komm.zeitung.abo.hoerzu.jahr.dokumente"
"ste.gt.immo.lili.objekt.wasser.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\8.immo.lili\ste.gt.immo.lili.objekt.wasser.jahr.dokumente"
"ste.fa.kinder.betreuung.stadt.essen.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\ste.fa.kinder.betreuung\ste.fa.kinder.betreuung.stadt.essen.jahr.betrag"
"ste.jt.steuer.lohnsteuer.bescheinigungen._.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\JOST\ste.jt.steuer.lohnsteuer.bescheinigungen._.jahr.dokumente"
"ste.jt.bank.sparH.kred.5654_laufzeit_05_jahre.jahr.auszug";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.sparH.kred\ste.jt.bank.sparH.kred.5654_laufzeit_05_jahre.jahr.auszug"
"ste.jt.bank.sparH.kred.5646_laufzeit_10_jahre.jahr.auszug";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.sparH.kred\ste.jt.bank.sparH.kred.5646_laufzeit_10_jahre.jahr.auszug"
"ste.jt.immo.imdo.whg_09.nebenkosten.jahr.betrag";"0,00";"0,00";"0";"349,79";"0,00";"1";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\2.immo.imdo\ste.jt.immo.imdo.whg_09.nebenkosten.jahr.betrag"
"ste.jt.immo.goeb.whg_gr.wasser.jahr.stand.zaehler_0004402673_graulich";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\1.immo.goeb\ste.jt.immo.goeb.whg_gr.wasser.jahr.stand.zaehler_0004402673_graulich"
"ste.jt.immo.goeb.whg_12.wasser.jahr.stand.zaehler_0001413249";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\1.immo.goeb\ste.jt.immo.goeb.whg_12.wasser.jahr.stand.zaehler_0001413249"
"ste.jt.immo.goeb.whg_09.wasser.jahr.stand.zaehler_0004402560";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\1.immo.goeb\ste.jt.immo.goeb.whg_09.wasser.jahr.stand.zaehler_0004402560"
"ste.jt.immo.goeb.whg_im.wasser.jahr.stand.zaehler_0004402561_imke";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\1.immo.goeb\ste.jt.immo.goeb.whg_im.wasser.jahr.stand.zaehler_0004402561_imke"
"pri.gt.ausgaben._SONSTIGE._._.jahr.betrag";"998,90";"0,00";"1";"903,40";"0,00";"1";"34,02";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\pri.gt.ausgaben._SONSTIGE._._.jahr.betrag"
"pri.gt.ausgaben.optiker._._.jahr.betrag";"685,00";"0,00";"1";"768,00";"0,00";"1";"0,00";"0,00";"0";"2";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\pri.gt.ausgaben.optiker._._.jahr.betrag"
"pri.jt.it.hardware.apple.hardware_ausser_ipad.jahr.betrag";"344,00";"0,00";"1";"902,37";"0,00";"1";"1468,93";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\IT\pri.jt.it.hardware.apple.hardware_ausser_ipad.jahr.betrag"
"pri.gt.it.hardware._._.jahr.betrag";"253,77";"0,00";"1";"0,00";"0,00";"0";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\pri.gt.it.hardware._._.jahr.betrag"
"pri.gt.ausgaben.familie_m._._.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"1025,00";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\pri.gt.ausgaben.familie_m._._.jahr.betrag"
"pri.gt.ausgaben.geschenke._._.jahr.betrag";"0,00";"0,00";"0";"578,90";"0,00";"1";"238,00";"0,00";"1";"2";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\pri.gt.ausgaben.geschenke._._.jahr.betrag"
"pri.gt.ausgaben.grabpflege._._.jahr.betrag";"413,00";"0,00";"1";"361,00";"0,00";"1";"0,00";"0,00";"0";"2";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\pri.gt.ausgaben.grabpflege._._.jahr.betrag"
"ste.gt.auto.wartung.mercedes.gt_o333.jahr.betrag";"78,00";"0,00";"1";"0,00";"0,00";"0";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\ste.gt.auto.wartung.mercedes.gt_o333.jahr.betrag"
"pri.gt.komm.zeitung.abo.junge_freiheit.jahr.betrag";"51,00";"0,00";"1";"157,50";"0,00";"1";"0,00";"0,00";"0";"2";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\pri.gt.komm.zeitung.abo.junge_freiheit.jahr.betrag"
"ste.gt.auto.steuer.mercedes.gt_o333.jahr.betrag";"0,00";"416,00";"1";"0,00";"416,00";"1";"0,00";"416,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\ste.gt.auto.steuer.mercedes.gt_o333.jahr.betrag"
"ste.gt.ausgaben.gesundheit._._.jahr.betrag";"70,72";"0,00";"1";"307,64";"2651,47";"1";"1064,72";"2071,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\ste.gt.ausgaben.gesundheit._._.jahr.betrag"
"pri.jt.it.software.affinity.grafik.jahr.betrag";"54,99";"0,00";"1";"153,97";"0,00";"1";"19,48";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\IT\pri.jt.it.software.affinity.grafik.jahr.betrag"
"pri.jt.it.software.adobe.acrobat_pro_edu.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IT\pri.jt.it.software.adobe.acrobat_pro_edu.jahr.betrag"
"ste.gt.ausgaben.gesundheit.zahnarzt._.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\ste.gt.ausgaben.gesundheit.zahnarzt._.jahr.betrag"
"ste.gt.ausgaben.gesundheit.abbott.sensoren.jahr.betrag";"0,00";"0,00";"0";"155,75";"497,29";"1";"0,00";"781,54";"1";"2";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\ste.gt.ausgaben.gesundheit.abbott.sensoren.jahr.betrag"
"pri.jt.it.hardware._sonstige.computer_und_zubehoer.jahr.betrag";"0,00";"0,00";"0";"814,60";"0,00";"1";"301,86";"0,00";"1";"2";"C:\Users\thome.ARCHLAND\OneDrive\data\IT\pri.jt.it.hardware._sonstige.computer_und_zubehoer.jahr.betrag"
"ste.gt.ausgaben.gesundheit.diakonie._.jahr.betrag";"0,00";"0,00";"0";"0,00";"242,79";"1";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\ste.gt.ausgaben.gesundheit.diakonie._.jahr.betrag"
"ste.gt.ausgaben.gesundheit.apotheke._.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"103,54";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\ste.gt.ausgaben.gesundheit.apotheke._.jahr.betrag"
"ste.jt.immo.kuhl.objekt.handwerker.jahr.betrag";"768,74";"0,00";"1";"0,00";"0,00";"0";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\7.immo.kuhl\ste.jt.immo.kuhl.objekt.handwerker.jahr.betrag"
"ste.fa.haushalt.haushaltshilfe._._.2019.betrag";"0,00";"0,00";"0";"2609,67";"2588,25";"1";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\ste.fa.haushalt.haushaltshilfe\ste.fa.haushalt.haushaltshilfe._._.2019.betrag"
"ste.fa.haushalt.haushaltshilfe._._.2021.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\ste.fa.haushalt.haushaltshilfe\ste.fa.haushalt.haushaltshilfe._._.2021.betrag"
"ste.fa.haushalt.haushaltshilfe._._.2020.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"2582,13";"2764,20";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\ste.fa.haushalt.haushaltshilfe\ste.fa.haushalt.haushaltshilfe._._.2020.betrag"
"ste.fa.haushalt.haushaltshilfe._._.2018.betrag";"2409,75";"2249,10";"1";"0,00";"0,00";"0";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\ste.fa.haushalt.haushaltshilfe\ste.fa.haushalt.haushaltshilfe._._.2018.betrag"
"ste.jt.immo.gesc.whg_03.stadt.jahr.betrag.984345_1000_005";"190,77";"0,00";"1";"190,77";"0,00";"1";"190,77";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\6.immo.gesc\ste.jt.immo.gesc.whg_03.stadt.jahr.betrag.984345_1000_005"
"ste.fa.auto.wartung._._.jahr.betrag";"1585,23";"0,00";"1";"597,88";"0,00";"1";"260,55";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\ste.fa.auto.wartung._._.jahr.betrag"
"ste.fa.haushalt.haushaltshilfe._._.2017.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\ste.fa.haushalt.haushaltshilfe\ste.fa.haushalt.haushaltshilfe._._.2017.betrag"
"ste.jt.immo.gesc.whg_08.stadt.jahr.betrag.984345_1000_003";"154,44";"0,00";"1";"154,44";"0,00";"1";"154,44";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\6.immo.gesc\ste.jt.immo.gesc.whg_08.stadt.jahr.betrag.984345_1000_003"
"ste.gt.immo.lili.objekt.ista_einzel.jahr.betrag";"280,55";"0,00";"1";"0,00";"0,00";"0";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\8.immo.lili\ste.gt.immo.lili.objekt.ista_einzel.jahr.betrag"
"ste.jt.beitrag.architektenkammer._._.jahr.betrag";"187,20";"187,20";"0";"190,80";"190,80";"0";"392,40";"196,20";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\JOST\ste.jt.beitrag.architektenkammer._._.jahr.betrag"
"ste.jt.immo.o13h.objekt.ista_einzel.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\4.immo.o13h\ste.jt.immo.o13h.objekt.ista_einzel.jahr.betrag"
"ste.gt.immo.wenn.objekt.schornstein.jahr.betrag.akt_horst";"55,29";"0,00";"1";"161,44";"0,00";"1";"56,24";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\9.immo.wenn\ste.gt.immo.wenn.objekt.schornstein.jahr.betrag.akt_horst"
"ste.mw.it.hardware._._.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"339,69";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\ste.mw.it.hardware._._.jahr.betrag"
"ste.jt.immo.o13h.objekt.ista_gesamt.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\4.immo.o13h\ste.jt.immo.o13h.objekt.ista_gesamt.jahr.betrag"
"ste.gt.immo.lili.objekt.schornstein.jahr.betrag.akt_westerschlink";"65,43";"0,00";"1";"115,18";"0,00";"1";"68,26";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\8.immo.lili\ste.gt.immo.lili.objekt.schornstein.jahr.betrag.akt_westerschlink"
"ste.gt.immo.lili.objekt.ista_gesamt.jahr.betrag";"321,27";"0,00";"1";"277,53";"0,00";"1";"393,18";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\8.immo.lili\ste.gt.immo.lili.objekt.ista_gesamt.jahr.betrag"
"ste.jt.immo.gesc.whg_02.stadt.jahr.betrag.984329_1000_001";"193,01";"0,00";"1";"193,01";"0,00";"1";"193,01";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\6.immo.gesc\ste.jt.immo.gesc.whg_02.stadt.jahr.betrag.984329_1000_001"
"ste.jt.immo.o13h.objekt.wasser.jahr.betrag.vgw_20345941";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\4.immo.o13h\ste.jt.immo.o13h.objekt.wasser.jahr.betrag.vgw_20345941"
"ste.gt.beitrag.kammer.architektenkammer.duesseldorf.jahr.betrag";"141,00";"141,00";"0";"148,00";"148,00";"0";"155,50";"155,50";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\ste.gt.beitrag.kammer.architektenkammer.duesseldorf.jahr.betrag"
"ste.jt.it.software.microsoft.office.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"99,00";"99,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IT\ste.jt.it.software.microsoft.office.jahr.betrag"
"ste.jt.it.software.pcvisit.fernwartung.jahr.betrag";"19,90";"19,90";"0";"19,90";"19,90";"0";"19,40";"19,40";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IT\ste.jt.it.software.pcvisit.fernwartung.jahr.betrag"
"ste.jt.immo.imdo.whg_07.strom.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"65,81";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\2.immo.imdo\ste.jt.immo.imdo.whg_07.strom.jahr.betrag"
"ste.jt.it.software.kofax.omnipage.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"199,00";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IT\ste.jt.it.software.kofax.omnipage.jahr.betrag"
"ste.jt.it.software.starmoney.onlinebanking.jahr.betrag";"0,00";"67,37";"1";"0,00";"60,39";"1";"0,00";"0,00";"0";"2";"C:\Users\thome.ARCHLAND\OneDrive\data\IT\ste.jt.it.software.starmoney.onlinebanking.jahr.betrag"
"ste.jt.it.hardware.betrag.apple.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"1656,88";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IT\ste.jt.it.hardware.betrag.apple.jahr.betrag"
"pri.jt.it.software.zoom.videokonferenz.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"33,30";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IT\pri.jt.it.software.zoom.videokonferenz.jahr.betrag"
"ste.jt.immo.imdo.whg_09.handwerker.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"5,79";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\2.immo.imdo\ste.jt.immo.imdo.whg_09.handwerker.jahr.betrag"
"ste.jt.immo.imdo.whg_09.heizung.jahr.betrag";"0,00";"0,00";"0";"139,73";"0,00";"1";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\2.immo.imdo\ste.jt.immo.imdo.whg_09.heizung.jahr.betrag"
"ste.jt.immo.imdo.whg_07.heizung.jahr.betrag";"0,00";"0,00";"0";"821,49";"0,00";"1";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\2.immo.imdo\ste.jt.immo.imdo.whg_07.heizung.jahr.betrag"
"ste.jt.immo.imdo.whg_07.handwerker.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"7164,35";"10325,68";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\2.immo.imdo\ste.jt.immo.imdo.whg_07.handwerker.jahr.betrag"
"ste.jt.it.software.buhl.wiso_hausverwalter.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"59,95";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IT\ste.jt.it.software.buhl.wiso_hausverwalter.jahr.betrag"
"ste.jt.it.software.buhl.wiso_mein_geld.jahr.betrag";"0,00";"0,00";"0";"34,95";"34,95";"0";"34,95";"34,95";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IT\ste.jt.it.software.buhl.wiso_mein_geld.jahr.betrag"
"ste.jt.it.software.buhl.wiso_vermieter.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"79,95";"174,85";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IT\ste.jt.it.software.buhl.wiso_vermieter.jahr.betrag"
"ste.jt.it.hardware.betrag._sonstige.jahr.betrag";"0,00";"0,00";"0";"1901,74";"0,00";"1";"840,31";"0,00";"1";"2";"C:\Users\thome.ARCHLAND\OneDrive\data\IT\ste.jt.it.hardware.betrag._sonstige.jahr.betrag"
"ste.jt.immo.imdo.whg_07.stadt.jahr.betrag.grund_60200016893";"138,49";"0,00";"1";"138,49";"0,00";"1";"138,49";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\2.immo.imdo\ste.jt.immo.imdo.whg_07.stadt.jahr.betrag.grund_60200016893"
"ste.jt.it.software.buhl.wiso_vermieter.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"99991,00";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IT\ste.jt.it.software.buhl.wiso_vermieter.jahr.dokumente"
"ste.jt.it.software.1password.passwordverwaltung.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"36,89";"36,89";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IT\ste.jt.it.software.1password.passwordverwaltung.jahr.betrag"
