"foldername";"BETRAG2018";"BUCHUNG2018";"CHECK2018";"BETRAG2019";"BUCHUNG2019";"CHECK2019";"BETRAG2020";"BUCHUNG2020";"CHECK2020";"PROBLEMS";"PATH"
"ste.gt.immo.wenn.w1_erd.mieter.jahr.dokumente.akt_barski";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\9.immo.wenn\ste.gt.immo.wenn.w1_erd.mieter.jahr.dokumente.akt_barski"
"ste.jt.immo.gesc.whg_03.mieter.jahr.dokumente";"350,00";"0,00";"1";"0,00";"0,00";"0";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\6.immo.gesc\ste.jt.immo.gesc.whg_03.mieter.jahr.dokumente"
"ste.gt.immo.wenn.w2_og1.mieter.jahr.dokumente.akt_dela";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\9.immo.wenn\ste.gt.immo.wenn.w2_og1.mieter.jahr.dokumente.akt_dela"
"ste.jt.immo.kuhl.whg_02.mieter.jahr.dokumente.schwinge";"380,00";"0,00";"1";"0,00";"0,00";"0";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\7.immo.kuhl\ste.jt.immo.kuhl.whg_02.mieter.jahr.dokumente.schwinge"
"ste.jt.immo.imdo.whg_07.mieter.jahr.dokumente.akt_wassmann";"0,00";"0,00";"0";"0,00";"0,00";"0";"750,00";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\2.immo.imdo\ste.jt.immo.imdo.whg_07.mieter.jahr.dokumente.akt_wassmann"
"ste.jt.immo.o13h.w2_og1.mieter.jahr.dokumente.dombrink";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\4.immo.o13h\ste.jt.immo.o13h.w2_og1.mieter.jahr.dokumente.dombrink"
"ste.gt.immo.wenn.w3_ga1.mieter.jahr.dokumente.akt_muer";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\9.immo.wenn\ste.gt.immo.wenn.w3_ga1.mieter.jahr.dokumente.akt_muer"
"ste.gt.immo.wenn.w4_ga2.mieter.jahr.dokumente.akt_schlegelmilch";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\9.immo.wenn\ste.gt.immo.wenn.w4_ga2.mieter.jahr.dokumente.akt_schlegelmilch"
"ste.gt.immo.lili.w2_og1.mieter.jahr.dokumente.akt_nungesser";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\8.immo.lili\ste.gt.immo.lili.w2_og1.mieter.jahr.dokumente.akt_nungesser"
"ste.gt.immo.lili.w3_og2.mieter.jahr.dokumente.akt_badea";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\8.immo.lili\ste.gt.immo.lili.w3_og2.mieter.jahr.dokumente.akt_badea"
"ste.jt.immo.gesc.whg_02.mieter.jahr.dokumente";"0,00";"0,00";"0";"350,00";"0,00";"1";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\6.immo.gesc\ste.jt.immo.gesc.whg_02.mieter.jahr.dokumente"
"ste.gt.immo.lili.w1_erd.mieter.jahr.dokumente.akt_teetz";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\8.immo.lili\ste.gt.immo.lili.w1_erd.mieter.jahr.dokumente.akt_teetz"
"ste.jt.immo.o13p.w3_pra.mieter.jahr.dokumente.akt_disselkamp";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\5.immo.o13p\ste.jt.immo.o13p.w3_pra.mieter.jahr.dokumente.akt_disselkamp"
"ste.jt.immo.gesc.whg_08.mieter.jahr.dokumente.akt_wilhelm";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\6.immo.gesc\ste.jt.immo.gesc.whg_08.mieter.jahr.dokumente.akt_wilhelm"
"ste.jt.immo.o13a.w2_ga1.mieter.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\3.immo.o13a\ste.jt.immo.o13a.w2_ga1.mieter.jahr.betrag"
"ste.jt.immo.o13h.w1_erd.mieter.jahr.dokumente.reimann";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\4.immo.o13h\ste.jt.immo.o13h.w1_erd.mieter.jahr.dokumente.reimann"
"ste.jt.immo.o13a.w1_hau.mieter.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\3.immo.o13a\ste.jt.immo.o13a.w1_hau.mieter.jahr.betrag"
"ste.jt.immo.imdo.whg_09.mieter.jahr.dokumente.akt_KEINER";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\2.immo.imdo\ste.jt.immo.imdo.whg_09.mieter.jahr.dokumente.akt_KEINER"
"2020-10-31.anzeige.internetbetrug.apple_tv";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\JOST\ste.jt.amt.polizei_und_anzeigen\2020-10-31.anzeige.internetbetrug.apple_tv"
"ste.fa.bank.voba.spar.voba_h_iwa.jahr.auszug";"10051,45";"0,00";"1";"0,00";"0,00";"0";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.fa.bank.voba\ste.fa.bank.voba.spar.voba_h_iwa.jahr.auszug"
"ste.fa.bank.voba.spar.voba_h_wim.jahr.auszug";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.fa.bank.voba\ste.fa.bank.voba.spar.voba_h_wim.jahr.auszug"
"ste.gt.immo.lili.objekt.strom.jahr.betrag";"-664,66";"0,00";"1";"111,86";"0,00";"1";"7,05";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\8.immo.lili\ste.gt.immo.lili.objekt.strom.jahr.betrag"
"ste.gt.vers.krank.tkk.3143.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.gt.vers.alle\ste.gt.vers.krank.tkk.3143.jahr.betrag"
"ste.jt.bank.kskwd.allg.allgemein.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.kskwd.allg.allgemein.jahr.dokumente"
"ste.jt.immo.goeb.whg_12.nebenkosten.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\1.immo.goeb\ste.jt.immo.goeb.whg_12.nebenkosten.jahr.dokumente"
"ste.gt.bank.kskwd.deka.kaeufe.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\DEKA\ste.gt.bank.kskwd.deka.kaeufe.jahr.betrag"
"ste.gt.bank.kskwd.deka.depot_gerhard.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"40000,00";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\DEKA\ste.gt.bank.kskwd.deka.depot_gerhard.jahr.betrag"
"ste.gt.vers.allge.gothaer.0021.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.gt.vers.alle\ste.gt.vers.allge.gothaer.0021.jahr.dokumente"
"ste.gt.bank.kskwd.deka.depot_gerhard.jahr.auszug";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\DEKA\ste.gt.bank.kskwd.deka.depot_gerhard.jahr.auszug"
"ste.fa.bank.kskwd.deka.depot_iwa.jahr.auszug";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\DEKA\ste.fa.bank.kskwd.deka.depot_iwa.jahr.auszug"
"ste.jt.bank.kskwd.deka.depot_jost.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\DEKA\ste.jt.bank.kskwd.deka.depot_jost.jahr.dokumente"
"ste.jt.bank.kskwd.deka.depot_jost.jahr.auszug";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\DEKA\ste.jt.bank.kskwd.deka.depot_jost.jahr.auszug"
"ste.jt.vers.rente.bayern.0471.2018.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.rente.bayern.0471.2018.dokumente"
"ste.jt.vers.rente.bayern.0471.2019.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.rente.bayern.0471.2019.dokumente"
"ste.jt.vers.rente.bayern.0471.2020.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.rente.bayern.0471.2020.dokumente"
"ste.jt.vers.rente.bayern.0471.2017.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.rente.bayern.0471.2017.dokumente"
"ste.jt.vers.krank.tkk.9556.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.krank.tkk.9556.jahr.dokumente"
"ste.jt.vers.allge.gothaer.0700.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.allge.gothaer.0700.jahr.dokumente"
"ste.jt.vers.rente.bayern.0471.2016.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.rente.bayern.0471.2016.dokumente"
"ste.jt.vers.rente.bayern.0471.2021.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.rente.bayern.0471.2021.dokumente"
"ste.jt.vers.rente.bayern.0471.2013.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.rente.bayern.0471.2013.dokumente"
"ste.fa.bank.kskwd.deka.depot_wim.jahr.auszug";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\DEKA\ste.fa.bank.kskwd.deka.depot_wim.jahr.auszug"
"ste.jt.vers.rente.bayern.0471.2014.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.rente.bayern.0471.2014.dokumente"
"ste.jt.vers.rente.bayern.0471.2015.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.rente.bayern.0471.2015.dokumente"
"ste.jt.vers.rente.bayern.0471.2012.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.rente.bayern.0471.2012.dokumente"
"ste.jt.kapital.schiffe.anna_rickmers.nordkapital.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\KAPITAL\ste.jt.kapital.schiffe.anna_rickmers.nordkapital.jahr.dokumente"
"ste.jt.immo.kuhl.whg_02.stadt.jahr.betrag.984303_1000_004";"215,73";"0,00";"1";"215,73";"0,00";"1";"215,73";"0,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\7.immo.kuhl\ste.jt.immo.kuhl.whg_02.stadt.jahr.betrag.984303_1000_004"
"ste.jt.immo.goeb.whg_09.nebenkosten.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\IMMO\1.immo.goeb\ste.jt.immo.goeb.whg_09.nebenkosten.jahr.dokumente"
"ste.gt.beitrag.verein.diabetes_hilfe.1077495.jahr.betrag";"0,00";"5,00";"1";"0,00";"5,00";"1";"0,00";"5,00";"1";"3";"C:\Users\thome.ARCHLAND\OneDrive\data\GERHARD\ste.gt.beitrag.verein.diabetes_hilfe.1077495.jahr.betrag"
"ste.jt.bank.sparH.giro.0090_jost.2016.auszug.unvollstaendig";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\jt.ste.bank.sparH.giro.0090_jost_alt\ste.jt.bank.sparH.giro.0090_jost.2016.auszug.unvollstaendig"
"ste.fa.bank.sparH.giro.8937_whg_alt.2016.auszug";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.fa.bank.sparH.giro.8937_whg_alt\ste.fa.bank.sparH.giro.8937_whg_alt.2016.auszug"
"ste.jt.bank.sparH.giro.0090_jost.2020.auszug";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\jt.ste.bank.sparH.giro.0090_jost_alt\ste.jt.bank.sparH.giro.0090_jost.2020.auszug"
"ste.jt.bank.sparH.giro.0090_jost.2018.auszug";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\jt.ste.bank.sparH.giro.0090_jost_alt\ste.jt.bank.sparH.giro.0090_jost.2018.auszug"
"ste.jt.bank.sparH.giro.0090_jost.2017.auszug";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\jt.ste.bank.sparH.giro.0090_jost_alt\ste.jt.bank.sparH.giro.0090_jost.2017.auszug"
"ste.fa.bank.sparH.giro.8937_whg_alt.2020.auszug";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.fa.bank.sparH.giro.8937_whg_alt\ste.fa.bank.sparH.giro.8937_whg_alt.2020.auszug"
"ste.fa.bank.sparH.giro.8937_whg_alt.2019.auszug";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.fa.bank.sparH.giro.8937_whg_alt\ste.fa.bank.sparH.giro.8937_whg_alt.2019.auszug"
"ste.fa.bank.sparH.giro.8937_whg_alt.2017.auszug";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.fa.bank.sparH.giro.8937_whg_alt\ste.fa.bank.sparH.giro.8937_whg_alt.2017.auszug"
"ste.jt.bank.sparH.giro.0090_jost.2019.auszug";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\jt.ste.bank.sparH.giro.0090_jost_alt\ste.jt.bank.sparH.giro.0090_jost.2019.auszug"
"ste.fa.bank.sparH.giro.8937_whg_alt.2018.auszug";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.fa.bank.sparH.giro.8937_whg_alt\ste.fa.bank.sparH.giro.8937_whg_alt.2018.auszug"
"ste.jt.bank.lbb.visa.4012_kreditkarte.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.lbb\ste.jt.bank.lbb.visa.4012_kreditkarte.jahr.dokumente"
"ste.jt.bank.diba.tagesgeld.2665_steuerbescheinigung.jahr.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.diba\ste.jt.bank.diba.tagesgeld.2665_steuerbescheinigung.jahr.betrag"
"ste.jt.einkommen.honorar._._.2019.betrag.leer";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\EINKOMMEN\ste.jt.einkommen.honorar._._.2019.betrag.leer"
"ste.jt.einkommen.honorar._._.2017.betrag.leer";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\EINKOMMEN\ste.jt.einkommen.honorar._._.2017.betrag.leer"
"ste.jt.einkommen.honorar._._.2018.betrag.leer";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\EINKOMMEN\ste.jt.einkommen.honorar._._.2018.betrag.leer"
"ste.jt.einkommen.honorar._._.2020.betrag.leer";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\EINKOMMEN\ste.jt.einkommen.honorar._._.2020.betrag.leer"
"ste.jt.einkommen.honorar._._.2016.betrag.leer";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\EINKOMMEN\ste.jt.einkommen.honorar._._.2016.betrag.leer"
"ste.gt.bank.kskwd.giro.6805_ec_rente.jahr.auszug";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.gt.bank.kskwd.giro.6805_ec_rente\ste.gt.bank.kskwd.giro.6805_ec_rente.jahr.auszug"
"ste.jt.bank.kskwd.giro.4290_oeld.jahr.auszug";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.kskwd.giro.4290_oeld\ste.jt.bank.kskwd.giro.4290_oeld.jahr.auszug"
"ste.jt.bank.kskwd.giro.4308_imdo.jahr.auszug";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.kskwd.giro.4308_imdo\ste.jt.bank.kskwd.giro.4308_imdo.jahr.auszug"
"ste.gt.bank.kskwd.giro.5056_lili.jahr.auszug";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.gt.bank.kskwd.giro.5056_lili\ste.gt.bank.kskwd.giro.5056_lili.jahr.auszug"
"ste.gt.bank.kskwd.giro.4067_steuer.jahr.auszug";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.gt.bank.kskwd.giro.4067_steuer\ste.gt.bank.kskwd.giro.4067_steuer.jahr.auszug"
"ste.gt.bank.kskwd.giro.2244_wenn.jahr.auszug";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.gt.bank.kskwd.giro.2244_wenn\ste.gt.bank.kskwd.giro.2244_wenn.jahr.auszug"
"ste.jt.bank.kskwd.giro.5044_jost.jahr.auszug";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.kskwd.giro.5044_jost\ste.jt.bank.kskwd.giro.5044_jost.jahr.auszug"
"ste.jt.bank.sparH.allg.allgemein.jahr.dokumente";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.sparH.allg.allgemein.jahr.dokumente"
"ste.gt.vers.rente.bund.4111.2019.zahlung";"0,00";"0,00";"0";"9716,74";"9716,74";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.gt.vers.alle\ste.gt.vers.rente.bund.4111.2019.zahlung"
"ste.gt.vers.rente.bund.4111.2018.zahlung";"9226,55";"9226,55";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.gt.vers.alle\ste.gt.vers.rente.bund.4111.2018.zahlung"
"ste.jt.bank.sparH.kred.5654_laufzeit_05_jahre.2020.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"15300,00";"0,00";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.sparH.kred\ste.jt.bank.sparH.kred.5654_laufzeit_05_jahre.2020.zahlung"
"ste.jt.bank.sparH.kred.5654_laufzeit_05_jahre.2018.zahlung";"9750,00";"0,00";"1";"0,00";"0,00";"0";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.sparH.kred\ste.jt.bank.sparH.kred.5654_laufzeit_05_jahre.2018.zahlung"
"ste.jt.bank.sparH.kred.5654_laufzeit_05_jahre.2019.zahlung";"0,00";"0,00";"0";"15300,00";"0,00";"1";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\BANK\ste.jt.bank.sparH.kred\ste.jt.bank.sparH.kred.5654_laufzeit_05_jahre.2019.zahlung"
"pri.jt.komm.internet.abo.google.2019.betrag";"0,00";"0,00";"0";"99991,00";"0,00";"1";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\pri.fa.komm\pri.jt.komm.internet.abo.google\pri.jt.komm.internet.abo.google.2019.betrag"
"ste.jt.vers.leben.gothaer.6001.2019.zahlung";"0,00";"0,00";"0";"1155,60";"1155,60";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.leben.gothaer.6001.2019.zahlung"
"ste.gt.vers.rente.bayern.9071.2018.zahlung";"36622,20";"36622,20";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.gt.vers.alle\ste.gt.vers.rente.bayern.9071.2018.zahlung"
"ste.gt.vers.rente.bayern.9071.2020.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"29902,08";"29902,08";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.gt.vers.alle\ste.gt.vers.rente.bayern.9071.2020.zahlung"
"ste.gt.vers.rente.bayern.9071.2019.zahlung";"0,00";"0,00";"0";"36062,19";"36062,19";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.gt.vers.alle\ste.gt.vers.rente.bayern.9071.2019.zahlung"
"ste.jt.vers.leben.provinzial.7658.2020.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"1849,44";"1859,44";"1";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.leben.provinzial.7658.2020.zahlung"
"ste.jt.vers.leben.provinzial.7658.2019.zahlung";"0,00";"0,00";"0";"1803,36";"1803,36";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.leben.provinzial.7658.2019.zahlung"
"pri.jt.komm.internet.abo.google.2017.betrag";"99991,00";"0,00";"1";"0,00";"0,00";"0";"0,00";"0,00";"0";"1";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\pri.fa.komm\pri.jt.komm.internet.abo.google\pri.jt.komm.internet.abo.google.2017.betrag"
"pri.jt.komm.internet.abo.google.2015.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\pri.fa.komm\pri.jt.komm.internet.abo.google\pri.jt.komm.internet.abo.google.2015.betrag"
"pri.jt.komm.internet.abo.google.2016.betrag";"0,00";"0,00";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\FAMILIE\pri.fa.komm\pri.jt.komm.internet.abo.google\pri.jt.komm.internet.abo.google.2016.betrag"
"ste.jt.vers.leben.provinzial.7658.2018.zahlung";"1757,28";"1757,28";"0";"0,00";"0,00";"0";"0,00";"0,00";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.jt.vers.alle\ste.jt.vers.leben.provinzial.7658.2018.zahlung"
"ste.gt.vers.rente.bund.4111.2020.zahlung";"0,00";"0,00";"0";"0,00";"0,00";"0";"10027,50";"10027,50";"0";"0";"C:\Users\thome.ARCHLAND\OneDrive\data\VERSICHERUNG\ste.gt.vers.alle\ste.gt.vers.rente.bund.4111.2020.zahlung"
